-0.004996,-2.36
-0.004992,-2.48
-0.004988,-2.24
-0.004984,-2.28
-0.00498,-1.56
-0.004976,-1.8
-0.004972,-2.24
-0.004968,-2.08
-0.004964,-2.28
-0.00496,-2.36
-0.004956,-2.24
-0.004952,-1.92
-0.004948,-2.08
-0.004944,-2.24
-0.00494,-2
-0.004936,-2.24
-0.004932,-1.72
-0.004928,-1.36
-0.004924,-2.12
-0.00492,-1.2
-0.004916,-2.48
-0.004912,-1.44
-0.004908,-2.24
-0.004904,-2.48
-0.0049,-1.68
-0.004896,-2.36
-0.004892,-1.64
-0.004888,-2.28
-0.004884,-1.88
-0.00488,-2.16
-0.004876,-2.04
-0.004872,-2.28
-0.004868,-2.48
-0.004864,-2.36
-0.00486,-2.48
-0.004856,-0.6
-0.004852,-2.04
-0.004848,-2.32
-0.004844,-1.84
-0.00484,-2.4
-0.004836,-2.16
-0.004832,-2.24
-0.004828,-2.36
-0.004824,-1.56
-0.00482,-2.44
-0.004816,-2
-0.004812,-2.44
-0.004808,-2.08
-0.004804,-1.92
-0.0048,-2.12
-0.004796,-2.04
-0.004792,-2.48
-0.004788,-1.28
-0.004784,-2.08
-0.00478,-2.48
-0.004776,-2.44
-0.004772,-2.4
-0.004768,-1.48
-0.004764,-1.48
-0.00476,-2.28
-0.004756,-2.2
-0.004752,-2.48
-0.004748,-1.88
-0.004744,-1.44
-0.00474,-1.96
-0.004736,-2.32
-0.004732,-2.16
-0.004728,-2.48
-0.004724,-2.44
-0.00472,-2.44
-0.004716,-1.76
-0.004712,-2.4
-0.004708,-2.32
-0.004704,-1.72
-0.0047,-2.48
-0.004696,-1.76
-0.004692,-2.16
-0.004688,-1.84
-0.004684,-2.52
-0.00468,-1.8
-0.004676,-1.96
-0.004672,-1.8
-0.004668,0.2
-0.004664,-2.04
-0.00466,-2.28
-0.004656,-1.88
-0.004652,-2.24
-0.004648,-2
-0.004644,-0.48
-0.00464,-1.8
-0.004636,-2.4
-0.004632,-1.68
-0.004628,-2.08
-0.004624,-1.64
-0.00462,-2.56
-0.004616,-2.28
-0.004612,-2.44
-0.004608,-2.32
-0.004604,-1.84
-0.0046,-2.36
-0.004596,-1.96
-0.004592,-2.48
-0.004588,-2.44
-0.004584,-2.44
-0.00458,-2.36
-0.004576,-2.48
-0.004572,-2.4
-0.004568,-2.28
-0.004564,-2.28
-0.00456,-2.44
-0.004556,-2.2
-0.004552,-2.08
-0.004548,-2.4
-0.004544,-2.4
-0.00454,-1.68
-0.004536,-2.28
-0.004532,-1.52
-0.004528,-2
-0.004524,-2.48
-0.00452,-1.32
-0.004516,-1.76
-0.004512,-2.52
-0.004508,-1.12
-0.004504,-2.48
-0.0045,-2.12
-0.004496,-0.64
-0.004492,-2.52
-0.004488,-2.32
-0.004484,-2.32
-0.00448,-2.48
-0.004476,-2.44
